"No.","Time","Source","Destination","Protocol","Length","Info"
"2348","70.460665","192.168.75.216","20.96.88.162","TCP","348","[TCP Retransmission] 58300  >  443 [PSH, ACK] Seq=293 Ack=166 Win=257 Len=294"
"2349","70.464547","20.96.88.162","192.168.75.216","TCP","54","443  >  58300 [ACK] Seq=166 Ack=365 Win=960 Len=0"
"2350","70.464547","20.96.88.162","192.168.75.216","TCP","54","443  >  58300 [ACK] Seq=166 Ack=587 Win=967 Len=0"
"2351","70.465426","20.96.88.162","192.168.75.216","TLSv1.2","142","Application Data, Application Data"
"2352","70.465426","20.96.88.162","192.168.75.216","TLSv1.2","131","Application Data"
"2353","70.465487","192.168.75.216","20.96.88.162","TCP","54","58300  >  443 [ACK] Seq=587 Ack=331 Win=256 Len=0"
"2355","70.815483","20.96.88.162","192.168.75.216","TCP","54","[TCP Dup ACK 2350#1] 443  >  58300 [ACK] Seq=331 Ack=587 Win=967 Len=0"
"2417","72.482508","140.82.113.26","192.168.75.216","TLSv1.2","79","Application Data"
"2418","72.482723","192.168.75.216","140.82.113.26","TLSv1.2","83","Application Data"
"2421","72.573650","140.82.113.26","192.168.75.216","TCP","54","443  >  58291 [ACK] Seq=51 Ack=59 Win=212 Len=0"
"2437","72.649989","192.168.75.216","185.199.108.154","TCP","55","[TCP Keep-Alive] 58282  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"2445","72.921229","185.199.108.154","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58282 [ACK] Seq=1 Ack=2 Win=149 Len=0"
"2461","76.647503","192.168.75.216","13.236.8.150","TCP","55","[TCP Keep-Alive] 58221  >  443 [ACK] Seq=109 Ack=84 Win=256 Len=1"
"2463","76.901418","13.236.8.150","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58221 [ACK] Seq=84 Ack=110 Win=219 Len=0"
"2520","77.191068","192.168.75.216","3.94.218.138","TCP","55","[TCP Keep-Alive] 58124  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"2521","77.491336","192.168.75.216","185.199.108.154","TCP","55","[TCP Keep-Alive] 58285  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"2522","77.495287","3.94.218.138","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58124 [ACK] Seq=1 Ack=2 Win=249 Len=0"
"2523","77.735169","192.168.75.216","34.193.113.164","TCP","55","[TCP Keep-Alive] 58125  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"2524","77.739625","185.199.108.154","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58285 [ACK] Seq=1 Ack=2 Win=199 Len=0"
"2525","78.541627","34.193.113.164","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58125 [ACK] Seq=1 Ack=2 Win=320 Len=0"
"2526","79.153766","192.168.75.216","3.233.149.199","TLSv1.2","273","Application Data"
"2527","79.153916","192.168.75.216","3.233.149.199","TLSv1.2","100","Application Data"
"2528","79.153982","192.168.75.216","3.233.149.199","TLSv1.2","1335","Application Data"
"2529","79.458519","192.168.75.216","18.211.189.31","TCP","55","[TCP Keep-Alive] 58216  >  443 [ACK] Seq=69 Ack=67 Win=252 Len=1[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
"2530","79.459294","3.233.149.199","192.168.75.216","TCP","54","443  >  58279 [ACK] Seq=459 Ack=3473 Win=711 Len=0"
"2531","79.459294","3.233.149.199","192.168.75.216","TCP","54","443  >  58279 [ACK] Seq=459 Ack=4754 Win=751 Len=0"
"2532","79.459577","3.233.149.199","192.168.75.216","TLSv1.2","100","Application Data"
"2533","79.500891","192.168.75.216","3.233.149.199","TCP","54","58279  >  443 [ACK] Seq=4754 Ack=505 Win=254 Len=0"
"2534","79.713897","192.168.75.216","35.171.96.214","TCP","55","[TCP Keep-Alive] 58296  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"2535","79.714059","192.168.75.216","35.171.96.214","TCP","55","[TCP Keep-Alive] 58298  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"2536","79.726718","18.211.189.31","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58216 [ACK] Seq=67 Ack=70 Win=189 Len=0"
"2537","79.726718","3.233.149.199","192.168.75.216","TLSv1.2","199","Application Data"
"2538","79.726886","3.233.149.199","192.168.75.216","TLSv1.2","92","Application Data"
"2539","79.726938","192.168.75.216","3.233.149.199","TCP","54","58279  >  443 [ACK] Seq=4754 Ack=688 Win=254 Len=0"
"2540","79.728100","192.168.75.216","3.233.149.199","TLSv1.2","96","Application Data"
"2541","80.289818","192.168.75.216","3.233.149.199","TCP","96","[TCP Retransmission] 58279  >  443 [PSH, ACK] Seq=4754 Ack=688 Win=254 Len=42"
"2542","80.293926","3.233.149.199","192.168.75.216","TCP","54","443  >  58279 [ACK] Seq=688 Ack=4796 Win=753 Len=0"
"2543","80.293926","35.171.96.214","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58298 [ACK] Seq=1 Ack=2 Win=151 Len=0"
"2544","80.447491","192.168.75.216","35.171.96.214","TCP","55","[TCP Keep-Alive] 58297  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"2545","80.659735","3.233.149.199","192.168.75.216","TCP","54","[TCP Dup ACK 2542#1] 443  >  58279 [ACK] Seq=688 Ack=4796 Win=753 Len=0"
"2546","81.084730","35.171.96.214","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58297 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"2618","86.021016","74.125.200.188","192.168.75.216","TLSv1.2","507","Application Data"
"2619","86.071368","192.168.75.216","74.125.200.188","TCP","54","57907  >  5228 [ACK] Seq=2 Ack=454 Win=251 Len=0"
"2702","87.907665","192.168.75.216","52.98.66.98","TCP","55","[TCP Keep-Alive] 58048  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"2706","88.037879","52.98.66.98","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58048 [ACK] Seq=1 Ack=2 Win=264 Len=0"
"2711","91.147412","192.168.75.216","13.236.8.150","TLSv1.2","123","Application Data"
"2712","91.147545","192.168.75.216","13.236.8.150","TLSv1.2","93","Application Data"
"2714","91.539627","13.236.8.150","192.168.75.216","TCP","54","443  >  58221 [ACK] Seq=84 Ack=218 Win=222 Len=0"
"2715","91.539627","13.236.8.150","192.168.75.216","TLSv1.2","93","Application Data"
"2716","91.540341","13.236.8.150","192.168.75.216","TLSv1.2","177","Application Data"
"2717","91.540383","192.168.75.216","13.236.8.150","TCP","54","58221  >  443 [ACK] Seq=218 Ack=246 Win=255 Len=0"
"2718","92.087558","192.168.75.216","52.71.28.102","TCP","55","[TCP Keep-Alive] 58005  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"2720","92.128131","52.71.28.102","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58005 [ACK] Seq=1 Ack=2 Win=170 Len=0"
"3183","93.347437","192.168.75.216","108.138.141.32","TCP","55","[TCP Keep-Alive] 58294  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"3184","93.445974","108.138.141.32","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58294 [ACK] Seq=1 Ack=2 Win=173 Len=0"
"3186","94.957588","18.211.189.31","192.168.75.216","TLSv1.2","85","Application Data"
"3187","94.957893","192.168.75.216","18.211.189.31","TLSv1.2","89","Application Data"
"3188","95.000463","18.211.189.31","192.168.75.216","TCP","54","443  >  58216 [ACK] Seq=98 Ack=105 Win=190 Len=0"
"3189","96.143144","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"3191","96.397709","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=156 Ack=158 Win=981 Len=0"
"3193","96.496379","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"3200","96.545899","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=158 Ack=194 Win=253 Len=0"
"3201","96.781065","192.168.75.216","3.232.39.161","TCP","55","[TCP Keep-Alive] 58299  >  443 [ACK] Seq=0 Ack=65 Win=255 Len=1"
"3214","97.142049","3.232.39.161","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58299 [ACK] Seq=65 Ack=1 Win=149 Len=0"
"3281","100.519263","192.168.75.216","20.205.243.166","TCP","55","[TCP Keep-Alive] 58284  >  443 [ACK] Seq=0 Ack=41 Win=256 Len=1"
"3284","101.153037","20.205.243.166","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58284 [ACK] Seq=41 Ack=1 Win=149 Len=0"
"3286","102.935047","192.168.75.216","3.225.133.12","TCP","55","[TCP Keep-Alive] 58302  >  443 [ACK] Seq=0 Ack=33 Win=253 Len=1"
"3292","102.980990","3.225.133.12","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58302 [ACK] Seq=33 Ack=1 Win=178 Len=0"
"3371","105.947186","74.125.200.188","192.168.75.216","TLSv1.2","507","Application Data"
"3372","105.996489","192.168.75.216","74.125.200.188","TCP","54","57907  >  5228 [ACK] Seq=2 Ack=907 Win=257 Len=0"
"3383","108.151613","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"3385","108.370780","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=194 Ack=189 Win=982 Len=0"
"3387","108.497380","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"3441","108.557397","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=189 Ack=232 Win=253 Len=0"
"3443","109.166943","192.168.75.216","3.233.149.199","TLSv1.2","273","Application Data"
"3444","109.167110","192.168.75.216","3.233.149.199","TLSv1.2","100","Application Data"
"3445","109.167177","192.168.75.216","3.233.149.199","TLSv1.2","1358","Application Data"
"3446","109.613584","3.233.149.199","192.168.75.216","TCP","54","443  >  58279 [ACK] Seq=688 Ack=6365 Win=802 Len=0"
"3447","109.613584","3.233.149.199","192.168.75.216","TLSv1.2","100","Application Data"
"3448","109.613720","3.233.149.199","192.168.75.216","TLSv1.2","199","Application Data"
"3449","109.613720","3.233.149.199","192.168.75.216","TLSv1.2","92","Application Data"
"3450","109.613767","192.168.75.216","3.233.149.199","TCP","54","58279  >  443 [ACK] Seq=6365 Ack=917 Win=253 Len=0"
"3451","109.615737","192.168.75.216","3.233.149.199","TLSv1.2","96","Application Data"
"3452","110.187423","3.233.149.199","192.168.75.216","TCP","54","443  >  58279 [ACK] Seq=917 Ack=6407 Win=803 Len=0"
"3470","113.508700","192.168.75.216","185.199.108.133","TCP","55","[TCP Keep-Alive] 57953  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"3527","114.173137","185.199.108.133","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  57953 [ACK] Seq=1 Ack=2 Win=206 Len=0"
"3533","114.751529","192.168.75.216","142.251.10.95","TCP","55","[TCP Keep-Alive] 58149  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"3537","115.819743","142.251.10.95","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58149 [ACK] Seq=1 Ack=2 Win=149 Len=0"
"3538","115.826252","192.168.75.216","20.96.88.162","TCP","55","[TCP Keep-Alive] 58300  >  443 [ACK] Seq=586 Ack=331 Win=256 Len=1"
"3539","117.048623","20.96.88.162","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58300 [ACK] Seq=331 Ack=587 Win=967 Len=0"
"3540","117.586264","192.168.75.216","140.82.113.26","TCP","55","[TCP Keep-Alive] 58291  >  443 [ACK] Seq=58 Ack=51 Win=253 Len=1"
"3541","117.924610","192.168.75.216","185.199.108.154","TCP","55","[TCP Keep-Alive] 58282  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"3542","117.928704","140.82.113.26","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58291 [ACK] Seq=51 Ack=59 Win=212 Len=0"
"3543","119.096735","185.199.108.154","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58282 [ACK] Seq=1 Ack=2 Win=149 Len=0"
"4001","122.508670","192.168.75.216","3.94.218.138","TCP","55","[TCP Keep-Alive] 58124  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"4002","122.510226","74.125.200.188","192.168.75.216","TLSv1.2","511","Application Data"
"4003","122.556562","192.168.75.216","74.125.200.188","TCP","54","57907  >  5228 [ACK] Seq=2 Ack=1364 Win=255 Len=0"
"4004","122.580677","3.94.218.138","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58124 [ACK] Seq=1 Ack=2 Win=249 Len=0"
"4005","122.751078","192.168.75.216","185.199.108.154","TCP","55","[TCP Keep-Alive] 58285  >  443 [ACK] Seq=1 Ack=1 Win=254 Len=1"
"4007","122.806233","185.199.108.154","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58285 [ACK] Seq=1 Ack=2 Win=199 Len=0"
"4019","123.551236","192.168.75.216","34.193.113.164","TCP","55","[TCP Keep-Alive] 58125  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"4021","124.579421","34.193.113.164","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58125 [ACK] Seq=1 Ack=2 Win=320 Len=0"
"4022","124.716573","192.168.75.216","35.171.96.214","TCP","55","[TCP Keep-Alive] 58296  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"4025","124.757730","35.171.96.214","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58296 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"4078","125.298245","192.168.75.216","35.171.96.214","TCP","55","[TCP Keep-Alive] 58298  >  443 [ACK] Seq=1 Ack=1 Win=256 Len=1"
"4079","126.091421","192.168.75.216","35.171.96.214","TCP","55","[TCP Keep-Alive] 58297  >  443 [ACK] Seq=1 Ack=1 Win=257 Len=1"
"4080","126.095844","35.171.96.214","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58298 [ACK] Seq=1 Ack=2 Win=151 Len=0"
"4081","126.095844","157.240.208.60","192.168.75.216","TLSv1.2","160","Application Data"
"4082","126.147688","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=189 Ack=338 Win=253 Len=0"
"4083","126.152480","35.171.96.214","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58297 [ACK] Seq=1 Ack=2 Win=274 Len=0"
"4146","131.147875","192.168.75.216","20.96.88.162","TLSv1.2","126","Application Data"
"4147","131.148027","192.168.75.216","20.96.88.162","TLSv1.2","100","Application Data"
"4148","131.148091","192.168.75.216","20.96.88.162","TLSv1.2","231","Application Data"
"4150","131.322371","20.96.88.162","192.168.75.216","TCP","54","443  >  58300 [ACK] Seq=331 Ack=705 Win=970 Len=0"
"4151","131.322371","20.96.88.162","192.168.75.216","TCP","54","443  >  58300 [ACK] Seq=331 Ack=882 Win=976 Len=0"
"4152","132.520746","20.96.88.162","192.168.75.216","TLSv1.2","100","Application Data"
"4153","132.520746","20.96.88.162","192.168.75.216","TLSv1.2","96","Application Data"
"4154","132.520913","192.168.75.216","20.96.88.162","TCP","54","58300  >  443 [ACK] Seq=882 Ack=419 Win=256 Len=0"
"4155","132.521468","20.96.88.162","192.168.75.216","TLSv1.2","131","Application Data"
"4156","132.521468","140.82.113.26","192.168.75.216","TLSv1.2","79","Application Data"
"4157","132.521553","20.96.88.162","192.168.75.216","TCP","100","[TCP Spurious Retransmission] 443  >  58300 [ACK] Seq=331 Ack=882 Win=976 Len=46"
"4158","132.521584","192.168.75.216","20.96.88.162","TCP","66","58300  >  443 [ACK] Seq=882 Ack=496 Win=255 Len=0 SLE=331 SRE=377"
"4159","132.522470","192.168.75.216","140.82.113.26","TLSv1.2","83","Application Data"
"4160","133.007452","192.168.75.216","140.82.113.26","TCP","83","[TCP Retransmission] 58291  >  443 [PSH, ACK] Seq=59 Ack=76 Win=253 Len=29"
"4161","133.011354","20.96.88.162","192.168.75.216","TCP","131","[TCP Spurious Retransmission] 443  >  58300 [PSH, ACK] Seq=419 Ack=882 Win=976 Len=77"
"4162","133.011354","140.82.113.26","192.168.75.216","TCP","54","443  >  58291 [ACK] Seq=76 Ack=88 Win=213 Len=0"
"4163","133.011444","192.168.75.216","20.96.88.162","TCP","66","[TCP Dup ACK 4158#1] 58300  >  443 [ACK] Seq=882 Ack=496 Win=255 Len=0 SLE=419 SRE=496"
"4164","133.042058","192.168.75.216","52.98.66.98","TCP","55","[TCP Keep-Alive] 58048  >  443 [ACK] Seq=1 Ack=1 Win=252 Len=1"
"4165","133.063522","140.82.113.26","192.168.75.216","TCP","54","[TCP Dup ACK 4162#1] 443  >  58291 [ACK] Seq=76 Ack=88 Win=213 Len=0"
"4166","133.270525","52.98.66.98","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58048 [ACK] Seq=1 Ack=2 Win=264 Len=0"
"4226","136.545661","192.168.75.216","13.236.8.150","TCP","55","[TCP Keep-Alive] 58221  >  443 [ACK] Seq=217 Ack=246 Win=255 Len=1"
"4227","137.129858","192.168.75.216","52.71.28.102","TCP","55","[TCP Keep-Alive] 58005  >  443 [ACK] Seq=1 Ack=1 Win=255 Len=1"
"4228","137.134374","13.236.8.150","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58221 [ACK] Seq=246 Ack=218 Win=222 Len=0"
"4229","137.138086","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"4230","137.281213","157.240.208.60","192.168.75.216","TCP","54","443  >  58281 [ACK] Seq=338 Ack=220 Win=983 Len=0"
"4231","137.281213","52.71.28.102","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58005 [ACK] Seq=1 Ack=2 Win=170 Len=0"
"4232","138.450246","192.168.75.216","108.138.141.32","TCP","55","[TCP Keep-Alive] 58294  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1"
"4233","138.454894","157.240.208.60","192.168.75.216","TLSv1.2","92","Application Data"
"4234","138.509031","192.168.75.216","157.240.208.60","TCP","54","58281  >  443 [ACK] Seq=220 Ack=376 Win=252 Len=0"
"4235","139.289115","157.240.208.60","192.168.75.216","TCP","92","[TCP Spurious Retransmission] 443  >  58281 [PSH, ACK] Seq=338 Ack=220 Win=983 Len=38"
"4236","139.289237","192.168.75.216","157.240.208.60","TCP","66","[TCP Dup ACK 4234#1] 58281  >  443 [ACK] Seq=220 Ack=376 Win=252 Len=0 SLE=338 SRE=376"
"4238","140.006126","192.168.75.216","18.211.189.31","TCP","55","[TCP Keep-Alive] 58216  >  443 [ACK] Seq=104 Ack=98 Win=252 Len=1"
"4244","140.153811","192.168.75.216","3.233.149.199","TLSv1.2","277","Application Data"
"4245","140.153976","192.168.75.216","3.233.149.199","TLSv1.2","100","Application Data"
"4246","140.154044","192.168.75.216","3.233.149.199","TLSv1.2","1336","Application Data"
"4247","140.158793","18.211.189.31","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58216 [ACK] Seq=98 Ack=105 Win=190 Len=0"
"4250","140.769834","3.233.149.199","192.168.75.216","TCP","54","443  >  58279 [ACK] Seq=917 Ack=6676 Win=811 Len=0"
"4251","140.769834","3.233.149.199","192.168.75.216","TCP","54","443  >  58279 [ACK] Seq=917 Ack=7958 Win=851 Len=0"
"4252","140.770122","3.233.149.199","192.168.75.216","TLSv1.2","100","Application Data"
"4253","140.770122","3.233.149.199","192.168.75.216","TLSv1.2","199","Application Data"
"4254","140.770198","192.168.75.216","3.233.149.199","TCP","54","58279  >  443 [ACK] Seq=7958 Ack=1108 Win=252 Len=0"
"4255","140.770320","3.233.149.199","192.168.75.216","TLSv1.2","92","Application Data"
"4256","140.771339","192.168.75.216","3.233.149.199","TLSv1.2","96","Application Data"
"4257","140.944564","3.233.149.199","192.168.75.216","TCP","54","443  >  58279 [ACK] Seq=1146 Ack=8000 Win=853 Len=0"
"4313","142.143599","192.168.75.216","3.232.39.161","TCP","55","[TCP Keep-Alive] 58299  >  443 [ACK] Seq=0 Ack=65 Win=255 Len=1"
"4316","142.481917","3.232.39.161","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58299 [ACK] Seq=65 Ack=1 Win=149 Len=0"
"4327","146.164608","192.168.75.216","20.205.243.166","TCP","55","[TCP Keep-Alive] 58284  >  443 [ACK] Seq=0 Ack=41 Win=256 Len=1"
"4332","146.381538","20.205.243.166","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58284 [ACK] Seq=41 Ack=1 Win=149 Len=0"
"4393","147.983162","192.168.75.216","3.225.133.12","TCP","55","[TCP Keep-Alive] 58302  >  443 [ACK] Seq=0 Ack=33 Win=253 Len=1"
"4396","148.757838","3.225.133.12","192.168.75.216","TCP","54","[TCP Keep-Alive ACK] 443  >  58302 [ACK] Seq=33 Ack=1 Win=178 Len=0"
"4457","151.058139","108.138.141.32","192.168.75.216","TLSv1.2","117","Application Data, Application Data"
"4458","151.058676","108.138.141.32","192.168.75.216","TCP","54","443  >  58294 [FIN, ACK] Seq=64 Ack=2 Win=173 Len=0"
"4459","151.058747","192.168.75.216","108.138.141.32","TCP","54","58294  >  443 [ACK] Seq=2 Ack=65 Win=252 Len=0"
"4462","151.060685","192.168.75.216","108.138.141.32","TCP","54","58294  >  443 [FIN, ACK] Seq=2 Ack=65 Win=252 Len=0"
"4497","151.155598","192.168.75.216","13.236.8.150","TLSv1.2","123","Application Data"
"4498","151.155744","192.168.75.216","13.236.8.150","TLSv1.2","93","Application Data"
"4560","151.200815","108.138.141.32","192.168.75.216","TCP","54","443  >  58294 [ACK] Seq=65 Ack=3 Win=173 Len=0"
"4594","151.241280","13.236.8.150","192.168.75.216","TCP","54","443  >  58221 [ACK] Seq=246 Ack=326 Win=226 Len=0"
"4731","151.363049","13.236.8.150","192.168.75.216","TLSv1.2","93","Application Data"
"4839","151.404795","192.168.75.216","13.236.8.150","TCP","54","58221  >  443 [ACK] Seq=326 Ack=285 Win=255 Len=0"
"4904","151.448211","13.236.8.150","192.168.75.216","TLSv1.2","141","Application Data"
"4907","151.491435","192.168.75.216","13.236.8.150","TCP","54","58221  >  443 [ACK] Seq=326 Ack=372 Win=255 Len=0"
"4923","155.151463","192.168.75.216","18.211.189.31","TLSv1.2","122","Application Data"
"4924","155.209170","18.211.189.31","192.168.75.216","TCP","54","443  >  58216 [ACK] Seq=98 Ack=173 Win=192 Len=0"
"4925","156.143929","192.168.75.216","157.240.208.60","TLSv1.2","85","Application Data"
"4926","156.148592","18.211.189.31","192.168.75.216","TLSv1.2","120","Application Data"
"4927","156.192133","192.168.75.216","18.211.189.31","TCP","54","58216  >  443 [ACK] Seq=173 Ack=164 Win=252 Len=0"
